TrialTypes,Outcome,OptoState,IDOptoLoc,OptoEI,RT_Left,RT_Right,Location,Date,Week_Age
0,1,0,2,0,,1.3752,M1,20240129,29
1,1,1,2,2,0.2492,,M1,20240129,29
1,1,0,2,0,0.4906,,M1,20240129,29
1,1,0,2,0,0.2698,,M1,20240129,29
0,0,1,2,2,0.2451,,M1,20240129,29
0,1,1,2,1,,0.688,M1,20240129,29
1,1,0,2,0,0.3348,,M1,20240129,29
0,1,0,2,0,,1.0613,M1,20240129,29
0,3,1,2,2,,,M1,20240129,29
1,1,1,2,2,0.2909,,M1,20240129,29
0,0,0,2,0,0.7353,,M1,20240129,29
1,1,0,2,0,0.3172,,M1,20240129,29
0,0,0,2,0,0.4431,,M1,20240129,29
1,1,1,2,1,0.5288,,M1,20240129,29
1,1,0,2,0,0.2216,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
1,1,1,2,2,0.4146,,M1,20240129,29
1,1,0,2,0,0.2962,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
1,1,1,2,2,0.3543,,M1,20240129,29
0,1,0,2,0,,1.5098,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
0,3,1,2,2,,,M1,20240129,29
1,1,1,2,1,1.2378,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
0,0,0,2,0,0.2387,,M1,20240129,29
1,1,1,2,2,0.1515,,M1,20240129,29
0,1,1,2,2,,4.3934,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
1,1,0,2,0,0.231,,M1,20240129,29
0,1,1,2,2,,0.7412,M1,20240129,29
1,1,0,2,0,0.3094,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
1,1,0,2,0,0.4884,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
1,1,0,2,0,0.3229,,M1,20240129,29
1,1,1,2,1,0.5965,,M1,20240129,29
0,0,0,2,0,0.2928,,M1,20240129,29
0,1,1,2,1,,0.873,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
1,1,1,2,1,1.1469,,M1,20240129,29
0,3,1,2,1,,,M1,20240129,29
1,0,1,2,2,,3.2383,M1,20240129,29
0,0,1,2,1,0.6419,,M1,20240129,29
1,1,0,2,0,1.2396,,M1,20240129,29
1,1,0,2,0,0.3971,,M1,20240129,29
1,1,1,2,2,1.2096,,M1,20240129,29
0,3,1,2,2,,,M1,20240129,29
0,1,0,2,0,,1.7271,M1,20240129,29
1,1,0,2,0,0.3023,,M1,20240129,29
1,1,0,2,0,0.4483,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
0,1,1,2,2,,4.4206,M1,20240129,29
1,3,0,2,0,,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
1,1,0,2,0,0.4459,,M1,20240129,29
0,1,1,2,1,,0.9505,M1,20240129,29
1,1,0,2,0,0.675,,M1,20240129,29
1,1,1,2,2,0.1644,,M1,20240129,29
0,0,0,2,0,0.2114,,M1,20240129,29
1,1,0,2,0,0.3063,,M1,20240129,29
0,1,0,2,0,,1.6185,M1,20240129,29
0,1,0,2,0,,2.2136,M1,20240129,29
1,3,0,2,0,,,M1,20240129,29
0,0,1,2,1,0.8615,,M1,20240129,29
1,1,1,2,1,0.398,,M1,20240129,29
1,1,0,2,0,0.2722,,M1,20240129,29
0,3,1,2,2,,,M1,20240129,29
0,1,1,2,1,,2.172,M1,20240129,29
0,1,0,2,0,,1.8034,M1,20240129,29
1,1,0,2,0,0.3199,,M1,20240129,29
1,1,1,2,2,1.0542,,M1,20240129,29
0,3,1,2,1,,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
1,1,0,2,0,0.4824,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
0,3,0,2,0,,,M1,20240129,29
0,3,0,2,0,,,M1,20240207,30
0,1,0,2,0,,0.6723,M1,20240207,30
0,0,1,2,1,1.5351,,M1,20240207,30
1,0,0,2,0,,1.0828,M1,20240207,30
1,1,0,2,0,0.1418,,M1,20240207,30
1,1,0,2,0,0.234,,M1,20240207,30
0,1,0,2,0,,0.8752,M1,20240207,30
1,1,0,2,0,0.1744,,M1,20240207,30
0,1,1,2,2,,0.2861,M1,20240207,30
1,1,0,2,0,0.2711,,M1,20240207,30
0,0,1,2,2,0.2291,,M1,20240207,30
1,1,0,2,0,0.2183,,M1,20240207,30
0,1,1,2,1,,0.5665,M1,20240207,30
1,1,0,2,0,0.5335,,M1,20240207,30
0,3,0,2,0,,,M1,20240207,30
1,1,0,2,0,0.2472,,M1,20240207,30
0,1,1,2,2,,0.817,M1,20240207,30
1,0,0,2,0,,0.4481,M1,20240207,30
0,0,0,2,0,0.2619,,M1,20240207,30
1,1,0,2,0,0.2965,,M1,20240207,30
1,1,0,2,0,0.2076,,M1,20240207,30
1,1,0,2,0,0.2461,,M1,20240207,30
0,1,0,2,0,,0.7751,M1,20240207,30
0,0,0,2,0,0.3499,,M1,20240207,30
1,1,0,2,0,0.1504,,M1,20240207,30
0,1,0,2,0,,0.7737,M1,20240207,30
0,1,0,2,0,,0.748,M1,20240207,30
0,1,0,2,0,,0.6747,M1,20240207,30
1,1,1,2,1,0.3178,,M1,20240207,30
0,0,1,2,2,0.1541,,M1,20240207,30
0,1,0,2,0,,0.9666,M1,20240207,30
1,1,1,2,2,0.2052,,M1,20240207,30
1,1,1,2,1,0.792,,M1,20240207,30
1,1,0,2,0,0.3201,,M1,20240207,30
0,0,0,2,0,0.2177,,M1,20240207,30
1,1,0,2,0,0.4258,,M1,20240207,30
1,1,0,2,0,0.1951,,M1,20240207,30
0,0,0,2,0,1.2701,,M1,20240207,30
1,1,1,2,2,0.4553,,M1,20240207,30
0,1,0,2,0,,0.336,M1,20240207,30
0,1,0,2,0,,0.7822,M1,20240207,30
1,1,0,2,0,0.395,,M1,20240207,30
0,1,0,2,0,,0.6592,M1,20240207,30
1,0,0,2,0,,0.2665,M1,20240207,30
0,1,0,2,0,,0.2274,M1,20240207,30
0,1,0,2,0,,1.0603,M1,20240207,30
1,0,1,2,2,,0.2834,M1,20240207,30
1,1,1,2,2,0.264,,M1,20240207,30
1,1,1,2,2,0.2258,,M1,20240207,30
0,1,0,2,0,,1.3444,M1,20240207,30
1,1,0,2,0,0.3963,,M1,20240207,30
1,1,0,2,0,0.1791,,M1,20240207,30
1,1,0,2,0,0.1755,,M1,20240207,30
0,1,0,2,0,,0.7604,M1,20240207,30
1,1,0,2,0,0.5456,,M1,20240207,30
1,1,0,2,0,0.4465,,M1,20240207,30
1,1,1,2,2,0.386,,M1,20240207,30
0,1,1,2,2,,0.4235,M1,20240207,30
1,1,0,2,0,0.2028,,M1,20240207,30
0,1,1,2,1,,1.032,M1,20240207,30
0,1,1,2,1,,0.8425,M1,20240207,30
0,1,1,2,2,,1.1546,M1,20240207,30
1,1,0,2,0,0.2482,,M1,20240207,30
0,0,1,2,1,0.2775,,M1,20240207,30
1,0,0,2,0,,0.9905,M1,20240207,30
1,1,0,2,0,0.4723,,M1,20240207,30
0,1,0,2,0,,0.8221,M1,20240207,30
1,1,1,2,2,0.1882,,M1,20240207,30
1,1,1,2,1,0.2039,,M1,20240207,30
1,1,1,2,1,0.3705,,M1,20240207,30
0,0,1,2,2,0.1899,,M1,20240207,30
1,1,0,2,0,0.2236,,M1,20240207,30
0,1,1,2,1,,2.1146,M1,20240207,30
0,1,0,2,0,,1.388,M1,20240207,30
0,1,0,2,0,,1.976,M1,20240207,30
1,0,0,2,0,,0.253,M1,20240207,30
1,1,0,2,0,0.4277,,M1,20240207,30
0,0,1,2,1,0.5914,,M1,20240207,30
0,1,0,2,0,,1.1485,M1,20240207,30
1,1,0,2,0,0.3253,,M1,20240207,30
0,1,0,2,0,,0.8033,M1,20240207,30
0,1,0,2,0,,1.449,M1,20240207,30
0,1,0,2,0,,1.1003,M1,20240207,30
1,1,0,2,0,0.8047,,M1,20240207,30
1,1,1,2,1,0.2859,,M1,20240207,30
1,1,0,2,0,0.2428,,M1,20240207,30
0,1,0,2,0,,2.353,M1,20240207,30
0,1,1,2,2,,1.0478,M1,20240207,30
0,1,1,2,2,,1.1195,M1,20240207,30
1,1,0,2,0,0.3853,,M1,20240207,30
1,1,0,2,0,0.2936,,M1,20240207,30
1,1,0,2,0,0.2293,,M1,20240207,30
0,1,0,2,0,,3.2021,M1,20240207,30
0,0,0,2,0,0.7525,,M1,20240207,30
0,1,1,2,1,,1.1831,M1,20240207,30
1,1,0,2,0,0.458,,M1,20240207,30
1,1,0,2,0,0.4044,,M1,20240207,30
0,1,0,2,0,,1.0312,M1,20240207,30
1,1,0,2,0,0.3427,,M1,20240207,30
0,1,1,2,1,,0.9636,M1,20240207,30
1,1,0,2,0,0.1699,,M1,20240207,30
0,1,0,2,0,,0.902,M1,20240207,30
0,1,1,2,2,,1.2228,M1,20240207,30
1,0,0,2,0,,0.2777,M1,20240207,30
0,0,1,2,2,1.2099,,M1,20240207,30
0,1,0,2,0,,1.2267,M1,20240207,30
1,0,0,2,0,,0.5771,M1,20240207,30
0,0,1,2,2,0.4,,M1,20240207,30
0,1,1,2,2,,0.6915,M1,20240207,30
1,1,0,2,0,0.2263,,M1,20240207,30
0,0,0,2,0,0.1672,,M1,20240207,30
1,1,0,2,0,0.5924,,M1,20240207,30
1,1,0,2,0,0.247,,M1,20240207,30
1,1,0,2,0,0.3325,,M1,20240207,30
0,0,1,2,2,,0.167,M1,20240207,30
1,1,0,2,0,0.4361,,M1,20240207,30
0,0,1,2,1,1.1622,,M1,20240207,30
0,1,0,2,0,,0.7349,M1,20240207,30
0,1,1,2,2,,1.016,M1,20240207,30
1,1,0,2,0,0.3303,,M1,20240207,30
0,1,0,2,0,,1.0202,M1,20240207,30
1,1,0,2,0,0.9999,,M1,20240207,30
1,1,1,2,2,0.3095,,M1,20240207,30
0,0,1,2,1,1.1633,,M1,20240207,30
0,1,0,2,0,,1.32,M1,20240207,30
1,1,1,2,1,0.383,,M1,20240207,30
1,1,1,2,1,0.3928,,M1,20240207,30
0,1,0,2,0,,1.1511,M1,20240207,30
1,1,0,2,0,1.4417,,M1,20240207,30
1,1,0,2,0,0.2085,,M1,20240207,30
0,0,0,2,0,1.1872,,M1,20240207,30
1,1,1,2,2,0.1803,,M1,20240207,30
0,0,1,2,1,0.7559,,M1,20240207,30
1,1,0,2,0,0.3848,,M1,20240207,30
0,1,0,2,0,,0.718,M1,20240207,30
0,1,0,2,0,,0.6776,M1,20240207,30
1,1,0,2,0,0.3022,,M1,20240207,30
0,1,0,2,0,,0.9799,M1,20240207,30
0,1,0,2,0,,0.9702,M1,20240207,30
1,1,1,2,1,1.3494,,M1,20240207,30
0,1,0,2,0,,1.0887,M1,20240207,30
0,1,0,2,0,,1.9605,M1,20240207,30
1,1,0,2,0,0.898,,M1,20240207,30
1,1,0,2,0,0.2129,,M1,20240207,30
1,1,0,2,0,0.4625,,M1,20240207,30
0,1,0,2,0,,0.9119,M1,20240207,30
0,1,0,2,0,,1.0458,M1,20240207,30
1,1,0,2,0,0.2308,,M1,20240207,30
1,1,1,2,2,0.2409,,M1,20240207,30
0,1,0,2,0,,0.6427,M1,20240207,30
1,1,0,2,0,0.4273,,M1,20240207,30
1,1,0,2,0,0.3308,,M1,20240207,30
0,0,1,2,2,0.974,,M1,20240207,30
1,1,0,2,0,0.8657,,M1,20240207,30
1,1,0,2,0,0.219,,M1,20240207,30
0,1,0,2,0,,1.082,M1,20240207,30
0,0,0,2,0,0.5024,,M1,20240207,30
0,1,1,2,1,,1.2442,M1,20240207,30
1,1,1,2,1,0.5089,,M1,20240207,30
0,1,0,2,0,,1.3328,M1,20240207,30
0,1,0,2,0,,1.1485,M1,20240207,30
1,1,0,2,0,0.3626,,M1,20240207,30
1,1,0,2,0,0.2628,,M1,20240207,30
1,1,0,2,0,0.2596,,M1,20240207,30
0,1,0,2,0,,1.2584,M1,20240207,30
0,1,0,2,0,,1.1866,M1,20240207,30
1,1,1,2,1,0.4013,,M1,20240207,30
1,1,0,2,0,0.2198,,M1,20240207,30
1,1,0,2,0,0.1845,,M1,20240207,30
0,0,1,2,2,0.2406,,M1,20240207,30
0,1,0,2,0,,1.2012,M1,20240207,30
1,1,0,2,0,0.2669,,M1,20240207,30
0,0,0,2,0,0.4655,,M1,20240207,30
1,1,1,2,1,0.4503,,M1,20240207,30
0,1,1,2,2,,1.116,M1,20240207,30
0,1,0,2,0,,1.0752,M1,20240207,30
1,1,0,2,0,0.2674,,M1,20240207,30
1,1,0,2,0,0.265,,M1,20240207,30
0,1,0,2,0,,1.32,M1,20240207,30
0,1,0,2,0,,0.769,M1,20240207,30
0,1,1,2,1,,1.3524,M1,20240207,30
1,1,0,2,0,0.2823,,M1,20240207,30
1,1,1,2,2,0.3721,,M1,20240207,30
0,0,0,2,0,0.4093,,M1,20240207,30
1,1,1,2,1,0.4316,,M1,20240207,30
1,1,0,2,0,0.5077,,M1,20240207,30
0,1,1,2,2,,1.1639,M1,20240207,30
1,1,0,2,0,0.2901,,M1,20240207,30
1,1,0,2,0,0.4083,,M1,20240207,30
0,3,0,2,0,,,M1,20240207,30
0,1,0,2,0,,0.964,M1,20240207,30
0,0,0,2,0,1.97,,M1,20240207,30
1,3,0,2,0,,,M1,20240207,30
0,1,0,2,0,,2.5045,M1,20240207,30
0,0,0,2,0,0.427,,M1,20240207,30
1,1,1,2,2,0.3778,,M1,20240207,30
1,1,0,2,0,0.6791,,M1,20240207,30
1,1,0,2,0,0.3309,,M1,20240207,30
0,3,0,2,0,,,M1,20240207,30
0,1,1,2,2,,1.8747,M1,20240207,30
1,1,0,2,0,0.2653,,M1,20240207,30
1,1,0,2,0,0.2183,,M1,20240207,30
1,1,0,2,0,0.2012,,M1,20240207,30
0,1,0,2,0,,1.4724,M1,20240207,30
0,1,1,2,2,,4.2706,M1,20240207,30
0,1,0,2,0,,1.49,M1,20240207,30
1,1,0,2,0,0.6483,,M1,20240207,30
0,0,0,2,0,0.8522,,M1,20240207,30
1,1,0,2,0,0.5672,,M1,20240207,30
0,1,1,2,2,,0.9471,M1,20240207,30
1,1,0,2,0,0.3417,,M1,20240207,30
1,1,1,2,2,0.2737,,M1,20240207,30
1,1,1,2,2,0.2893,,M1,20240207,30
0,0,0,2,0,0.6611,,M1,20240207,30
0,0,1,2,1,0.207,,M1,20240207,30
1,1,1,2,2,0.2759,,M1,20240207,30
1,1,0,2,0,0.4883,,M1,20240207,30
0,1,0,2,0,,0.9557,M1,20240207,30
0,1,0,2,0,,1.0792,M1,20240207,30
1,1,0,2,0,0.6218,,M1,20240207,30
1,1,0,2,0,0.3433,,M1,20240207,30
0,1,0,2,0,,1.1661,M1,20240207,30
0,1,0,2,0,,0.8397,M1,20240207,30
0,1,0,2,0,,1.0153,M1,20240207,30
1,1,0,2,0,0.2735,,M1,20240207,30
1,1,1,2,1,0.4535,,M1,20240207,30
1,1,1,2,2,0.1922,,M1,20240207,30
1,1,0,2,0,0.2542,,M1,20240207,30
0,0,1,2,1,0.9077,,M1,20240207,30
1,1,0,2,0,0.7994,,M1,20240207,30
0,1,0,2,0,,0.7752,M1,20240207,30
1,0,0,2,0,,0.2817,M1,20240207,30
1,1,0,2,0,0.238,,M1,20240207,30
0,1,0,2,0,,1.4918,M1,20240207,30
1,0,0,2,0,,0.6675,M1,20240207,30
1,1,0,2,0,0.2988,,M1,20240207,30
1,1,1,2,1,1.5009,,M1,20240207,30
0,3,0,2,0,,,M1,20240207,30
1,1,0,2,0,0.9282,,M1,20240207,30
0,3,0,2,0,,,M1,20240207,30
0,3,1,2,1,,,M1,20240207,30
1,0,1,2,1,,0.4718,M1,20240207,30
0,0,0,2,0,0.3522,,M1,20240207,30
1,1,1,2,1,1.1322,,M1,20240207,30
1,1,0,2,0,0.281,,M1,20240207,30
1,1,1,2,2,0.1874,,M1,20240207,30
0,1,0,2,0,,1.1871,M1,20240207,30
0,3,1,2,1,,,M1,20240207,30
1,1,0,2,0,0.4982,,M1,20240212,31
1,1,0,2,0,0.1793,,M1,20240212,31
0,0,0,2,0,0.3447,,M1,20240212,31
1,1,1,2,2,0.3408,,M1,20240212,31
0,1,1,2,2,,0.0994,M1,20240212,31
0,1,0,2,0,,0.7471,M1,20240212,31
0,1,0,2,0,,0.5884,M1,20240212,31
1,1,1,2,1,2.414,,M1,20240212,31
1,1,1,2,1,1.0675,,M1,20240212,31
1,3,1,2,2,0.1717,,M1,20240212,31
0,1,0,2,0,,0.6613,M1,20240212,31
0,1,0,2,0,,0.7744,M1,20240212,31
1,1,0,2,0,0.3611,,M1,20240212,31
1,1,0,2,0,0.2566,,M1,20240212,31
1,1,0,2,0,0.174,,M1,20240212,31
0,1,1,2,1,,0.8358,M1,20240212,31
1,1,0,2,0,0.4287,,M1,20240212,31
1,1,0,2,0,0.2617,,M1,20240212,31
0,1,1,2,2,,0.7503,M1,20240212,31
1,0,1,2,1,,0.7081,M1,20240212,31
0,1,1,2,2,,0.5464,M1,20240212,31
1,1,0,2,0,0.1104,,M1,20240212,31
1,1,1,2,2,0.1326,,M1,20240212,31
0,1,0,2,0,,0.7846,M1,20240212,31
0,1,0,2,0,,0.6768,M1,20240212,31
1,1,1,2,2,0.2927,,M1,20240212,31
0,1,0,2,0,,0.769,M1,20240212,31
1,1,0,2,0,0.1992,,M1,20240212,31
1,1,0,2,0,0.1896,,M1,20240212,31
0,0,1,2,1,1.1119,,M1,20240212,31
0,1,0,2,0,,0.5587,M1,20240212,31
1,0,0,2,0,,0.312,M1,20240212,31
1,1,0,2,0,0.1524,,M1,20240212,31
0,1,0,2,0,,0.4727,M1,20240212,31
1,0,0,2,0,,0.7354,M1,20240212,31
0,1,0,2,0,,0.763,M1,20240212,31
1,1,0,2,0,0.1491,,M1,20240212,31
1,0,0,2,0,0.1808,,M1,20240212,31
0,1,0,2,0,,0.9669,M1,20240212,31
0,1,1,2,1,,0.9389,M1,20240212,31
0,1,0,2,0,,0.9925,M1,20240212,31
1,1,0,2,0,0.317,,M1,20240212,31
1,1,0,2,0,0.5393,,M1,20240212,31
1,1,0,2,0,0.2288,,M1,20240212,31
0,1,1,2,2,,0.8421,M1,20240212,31
0,1,0,2,0,,1.1475,M1,20240212,31
0,1,0,2,0,,0.7203,M1,20240212,31
1,1,0,2,0,0.4012,,M1,20240212,31
0,1,0,2,0,,0.9789,M1,20240212,31
1,1,1,2,1,0.4591,,M1,20240212,31
0,1,0,2,0,,0.8954,M1,20240212,31
1,1,0,2,0,0.4888,,M1,20240212,31
1,1,0,2,0,0.2046,,M1,20240212,31
1,1,1,2,1,0.3246,,M1,20240212,31
0,1,1,2,2,,0.7341,M1,20240212,31
1,1,1,2,1,0.5671,,M1,20240212,31
1,1,0,2,0,0.1839,,M1,20240212,31
0,1,0,2,0,,0.8882,M1,20240212,31
0,1,0,2,0,,1.1927,M1,20240212,31
1,1,1,2,1,0.3094,,M1,20240212,31
0,1,0,2,0,,1.0201,M1,20240212,31
1,1,0,2,0,0.3068,,M1,20240212,31
1,1,0,2,0,0.1924,,M1,20240212,31
1,1,1,2,2,0.1609,,M1,20240212,31
0,1,0,2,0,,0.8498,M1,20240212,31
0,0,0,2,0,0.2495,,M1,20240212,31
0,1,1,2,2,,0.6824,M1,20240212,31
1,1,0,2,0,0.3204,,M1,20240212,31
1,1,0,2,0,0.1822,,M1,20240212,31
0,1,1,2,2,,1.1271,M1,20240212,31
1,1,0,2,0,0.7732,,M1,20240212,31
1,1,1,2,2,0.238,,M1,20240212,31
0,1,0,2,0,,0.6385,M1,20240212,31
1,1,0,2,0,0.3606,,M1,20240212,31
1,1,0,2,0,0.398,,M1,20240212,31
1,1,0,2,0,0.5456,,M1,20240212,31
0,1,0,2,0,,0.9307,M1,20240212,31
0,1,0,2,0,,0.7254,M1,20240212,31
0,1,0,2,0,,1.2268,M1,20240212,31
1,1,0,2,0,0.4677,,M1,20240212,31
1,1,1,2,1,0.4836,,M1,20240212,31
0,0,1,2,1,1.2359,,M1,20240212,31
0,1,1,2,1,,0.8252,M1,20240212,31
0,1,0,2,0,,0.852,M1,20240212,31
1,1,0,2,0,0.3256,,M1,20240212,31
1,1,0,2,0,0.3555,,M1,20240212,31
0,1,0,2,0,,1.2966,M1,20240212,31
0,1,1,2,2,,0.2913,M1,20240212,31
1,1,0,2,0,0.2688,,M1,20240212,31
1,1,1,2,2,0.2821,,M1,20240212,31
1,0,1,2,2,,0.2458,M1,20240212,31
0,1,0,2,0,,1.5425,M1,20240212,31
0,1,0,2,0,,0.8026,M1,20240212,31
1,1,0,2,0,0.3263,,M1,20240212,31
0,0,1,2,1,1.081,,M1,20240212,31
1,1,0,2,0,0.9168,,M1,20240212,31
1,1,0,2,0,0.7687,,M1,20240212,31
0,1,1,2,2,,1.5052,M1,20240212,31
0,1,1,2,1,,1.9199,M1,20240212,31
0,1,1,2,1,,1.5635,M1,20240212,31
1,1,0,2,0,0.2777,,M1,20240212,31
0,1,0,2,0,,0.9537,M1,20240212,31
1,0,0,2,0,,0.4849,M1,20240212,31
0,1,0,2,0,,1.1095,M1,20240212,31
0,0,0,2,0,0.2541,,M1,20240212,31
0,0,1,2,1,1.6562,,M1,20240212,31
1,1,0,2,0,0.3179,,M1,20240212,31
0,1,0,2,0,,1.5188,M1,20240212,31
0,1,0,2,0,,1.2893,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,0.5071,,M1,20240212,31
1,1,0,2,0,0.3694,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,1,0,2,0,,1.2562,M1,20240212,31
0,1,0,2,0,,1.0393,M1,20240212,31
1,1,0,2,0,2.4488,,M1,20240212,31
1,1,0,2,0,0.662,,M1,20240212,31
1,1,0,2,0,1.4298,,M1,20240212,31
0,1,0,2,0,,1.2363,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,1,0,2,0,,1.0691,M1,20240212,31
1,1,0,2,0,0.4731,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,1,2,2,0.7015,,M1,20240212,31
0,1,1,2,1,,1.8652,M1,20240212,31
0,3,1,2,1,,,M1,20240212,31
0,1,0,2,0,,1.0805,M1,20240212,31
1,1,0,2,0,0.6048,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,0.4987,,M1,20240212,31
0,1,0,2,0,,0.9837,M1,20240212,31
0,3,1,2,2,,,M1,20240212,31
0,1,1,2,2,,1.0025,M1,20240212,31
1,1,0,2,0,0.3383,,M1,20240212,31
0,1,0,2,0,,1.0363,M1,20240212,31
0,1,0,2,0,,0.7034,M1,20240212,31
1,1,0,2,0,0.364,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,3.4467,,M1,20240212,31
0,1,0,2,0,,0.7856,M1,20240212,31
0,1,0,2,0,,1.9228,M1,20240212,31
0,0,1,2,1,1.8245,,M1,20240212,31
1,1,1,2,2,0.6615,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,0.4654,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,0.9149,,M1,20240212,31
0,0,0,2,0,0.3597,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,1,2,1,1.4885,,M1,20240212,31
1,1,1,2,2,0.7031,,M1,20240212,31
0,3,1,2,2,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,0.8976,,M1,20240212,31
0,1,0,2,0,,1.9179,M1,20240212,31
1,1,0,2,0,0.4884,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,1.3038,,M1,20240212,31
1,1,1,2,1,1.0948,,M1,20240212,31
1,1,1,2,2,0.7247,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,1,0,2,0,,2.704,M1,20240212,31
1,3,0,2,0,,,M1,20240212,31
0,0,0,2,0,1.3908,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,3,1,2,2,,,M1,20240212,31
1,1,1,2,1,1.1678,,M1,20240212,31
1,1,0,2,0,0.5205,,M1,20240212,31
1,3,0,2,0,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,1,0,2,0,,1.6694,M1,20240212,31
0,1,0,2,0,,1.688,M1,20240212,31
1,1,1,2,2,0.8719,,M1,20240212,31
1,0,0,2,0,,0.9466,M1,20240212,31
1,1,0,2,0,1.2105,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,3,1,2,2,,,M1,20240212,31
1,1,0,2,0,0.4443,,M1,20240212,31
1,1,1,2,2,1.5983,,M1,20240212,31
0,3,1,2,2,,,M1,20240212,31
1,1,0,2,0,1.0868,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,1.259,,M1,20240212,31
1,1,0,2,0,1.4526,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,0,0,2,0,,1.5838,M1,20240212,31
1,1,1,2,2,0.2917,,M1,20240212,31
0,3,1,2,2,,,M1,20240212,31
1,1,1,2,2,0.6978,,M1,20240212,31
1,1,1,2,1,1.6531,,M1,20240212,31
1,1,0,2,0,0.4212,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,3,0,2,0,,,M1,20240212,31
0,1,1,2,2,,1.9315,M1,20240212,31
0,3,1,2,2,,,M1,20240212,31
0,3,1,2,2,,,M1,20240212,31
1,1,0,2,0,0.6607,,M1,20240212,31
1,1,1,2,2,0.3109,,M1,20240212,31
1,3,0,2,0,,,M1,20240212,31
0,3,1,2,1,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,0.8293,,M1,20240212,31
0,1,0,2,0,,1.5855,M1,20240212,31
1,1,0,2,0,0.7889,,M1,20240212,31
1,3,0,2,0,,,M1,20240212,31
1,1,1,2,2,0.4094,,M1,20240212,31
0,3,1,2,1,,,M1,20240212,31
0,0,1,2,2,6.3408,,M1,20240212,31
0,1,0,2,0,,0.0269,M1,20240212,31
1,3,0,2,0,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,1,0,2,0,0.8141,,M1,20240212,31
0,3,1,2,1,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
0,3,0,2,0,,,M1,20240212,31
1,0,0,2,0,,2.177,M1,20240212,31
